title,location,city,state,posted_date,job_id,source,first_seen_date,last_seen_date,semantic_similarity,country,url,description_short,description
Maestro de Cocina PT- Jumbo Linares,"Linares, MAULE, CL",Linares,MAULE,2026-07-21,14568,cencosud,2026-07-21,2026-07-22,0.2709,CL,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/14568?c=cencosud,,"¡Buscamos a nuestro próximo Maestro de Cocina PT para Jumbo Linares🍳 ¿Te apasiona la cocina y el liderazgo? ¡Esta es tu oportunidad para ser parte de un equipo que se destaca por su calidad y excelencia en servicio! 🎯 Misión del Cargo Garantizar el correcto funcionamiento, productividad y cumplimiento de los estándares de calidad en el área de cocina, entregando una experiencia de excelencia a nuestros clientes. 🛠 Principales Responsabilidades Supervisar la operación diaria de la cocina. Controlar los estándares de calidad en cada preparación. Proponer y desarrollar nuevos productos según las necesidades de nuestros clientes. Atender eventos especiales definidos por la gerencia. Diseñar los menús semanales. Supervisar los procesos de aseguramiento de calidad, garantizando productos inocuos. Controlar mermas, stock, costos, gastos y ventas, proponiendo mejoras continuas. Beneficios - Alimentación en el Local - Uniforme - Oportunidad de desarrollo de carrera"
Maestro de Cocina - Jumbo Linares,"Linares, MAULE, CL",Linares,MAULE,2026-07-21,14567,cencosud,2026-07-21,2026-07-22,0.265,CL,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/14567?c=cencosud,,"¡Buscamos a nuestro próximo Maestro de Cocina para Jumbo Linares🍳 ¿Te apasiona la cocina y el liderazgo? ¡Esta es tu oportunidad para ser parte de un equipo que se destaca por su calidad y excelencia en servicio! 🎯 Misión del Cargo Garantizar el correcto funcionamiento, productividad y cumplimiento de los estándares de calidad en el área de cocina, entregando una experiencia de excelencia a nuestros clientes. 🛠 Principales Responsabilidades Supervisar la operación diaria de la cocina. Controlar los estándares de calidad en cada preparación. Proponer y desarrollar nuevos productos según las necesidades de nuestros clientes. Atender eventos especiales definidos por la gerencia. Diseñar los menús semanales. Supervisar los procesos de aseguramiento de calidad, garantizando productos inocuos. Controlar mermas, stock, costos, gastos y ventas, proponiendo mejoras continuas. Beneficios - Alimentación en el Local - Uniforme - Oportunidad de desarrollo de carrera"
Maestro Carnicero - Jumbo Linares,"Linares, MAULE, CL",Linares,MAULE,2026-07-21,14562,cencosud,2026-07-21,2026-07-22,0.2654,CL,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/14562?c=cencosud,,"Maestro Carnicero - Jumbo Linares ¿Te interesa formar parte de un equipo donde la calidad, la precisión y la atención al cliente marcan la diferencia? En Jumbo estamos en búsqueda de un/a Maestro Carnicero Full Time, quien será clave para asegurar una excelente experiencia en nuestra sección de carnicería. 🥩 ¿Cuál será tu misión? Ser responsable de envasar, preparar y vender los productos de la sección carnicería, asegurando calidad, frescura y una atención cercana a nuestros clientes. 🔪 ¿Qué harás en tu día a día? Descargar y almacenar la carne según los protocolos establecidos. Envasar, sellar y pesar los productos de la sección. Verificar y etiquetar precios, fechas y flejes correctamente. Reponer y ordenar los productos en vitrinas. Revisar constantemente el estado y calidad de los productos a la venta. Asegurar que los equipos cuenten con los insumos necesarios para el envasado. Digitar códigos y marcar productos. Mantener el orden y la limpieza de mesones, bandejas, cámaras, maquinarias y vitrinas. Colaborar con el equipo para el correcto funcionamiento del área. ✅ Requisitos Enseñanza Media Completa o experiencia en el área. Al menos 2 años de experiencia en carnicería. Disponibilidad para trabajo presencial y turnos rotativos. 💡 ¿Qué buscamos en ti? Excelente presentación personal. Buenas relaciones interpersonales y orientación al cliente. Responsabilidad y atención al detalle. Compromiso con la higiene, calidad y seguridad. Enfoque en la prevención de riesgos en el trabajo. 🎁 ¿Qué ofrecemos? Estabilidad laboral y oportunidades de desarrollo. Alimentación en el lugar de trabajo. Uniforme. Beneficios asociados a la compañía. Ser parte de un equipo comprometido con la excelencia. En Jumbo promovemos un ambiente laboral inclusivo, respetuoso y libre de discriminación. Creemos que la diversidad fortalece nuestros equipos y nos impulsa a entregar un servicio de calidad en cada momento. Si necesitas algún ajuste razonable para participar en el proceso, no dudes en indicarlo en tu postulación. Queremos que tu experiencia sea cercana, transparente y accesible. Esta oferta se rige por la Ley N.º 21.015, que fomenta la inclusión laboral de personas con discapacidad. ✨ ¡Únete a Jumbo y sé parte de un equipo donde la calidad y el trabajo bien hecho son protagonistas cada día!"
Auxiliar de Cocina Full Time - Jumbo Linares,"Talca, REGIÓN DEL MAULE, CL",Talca,REGIÓN DEL MAULE,2026-07-21,14555,cencosud,2026-07-21,2026-07-22,0.2219,CL,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/14555?c=cencosud,,"Auxiliar de Cocina Part Time- Jumbo Linares ¿Te gustaría ser parte de un equipo que trabaja con energía, compromiso y foco en la calidad todos los días? En Jumbo Linares estamos buscando un/a Auxiliar de Cocina Part Time, quien será un apoyo fundamental en la preparación de alimentos y en el cumplimiento de nuestros estándares. 🍳 ¿Cuál será tu misión? Apoyar el funcionamiento eficiente de la cocina, contribuyendo a la preparación de productos y asegurando altos estándares de calidad e higiene. 👩‍🍳 ¿Qué harás en tu día a día? Apoyar la labor de ayudantes, aspirantes y maestros de cocina. Preparar productos según el menú establecido. Participar en la atención de eventos especiales cuando sea requerido. Cumplir con los procesos de aseguramiento de calidad para garantizar alimentos inocuos. Velar por el orden, limpieza y correcto funcionamiento del área de trabajo. Contribuir al cumplimiento de los estándares y productividad del equipo. ✅ Requisitos Enseñanza Media Completa. Tener 18 años o más. Disponibilidad para trabajo presencial. Disponibilidad para jornada Full Time y turnos rotativos. 💡 ¿Qué te ayudará a destacar? Ganas de aprender y crecer en el área gastronómica. Trabajo en equipo y buenas relaciones interpersonales. Responsabilidad y compromiso con la calidad. Proactividad en un entorno dinámico. 🎁 ¿Qué ofrecemos? Alimentación en el lugar de trabajo. Uniforme. Oportunidades de desarrollo y crecimiento interno. Beneficios asociados a la compañía. 🌈 Promovemos un ambiente de trabajo respetuoso, inclusivo y libre de discriminación. Estamos convencidos de que la diversidad en nuestros equipos impulsa la creatividad y la innovación, elementos esenciales para cumplir nuestro propósito: servir de forma extraordinaria en cada momento. 🌈 Si necesitas algún ajuste razonable o requisito de accesibilidad para participar en el proceso, por favor indícalo en tu postulación. Queremos que cada persona viva una experiencia transparente, cómoda y accesible. Esta oferta laboral se rige por la Ley N.º 21.015 , que incentiva la inclusión de personas con discapacidad en el mundo laboral. ✨ ¡Postula y sé parte de Jumbo, donde cada detalle cuenta para crear grandes experiencias!"
Maestro Panadero - Jumbo Linares,"Talca, REGIÓN DEL MAULE, CL",Talca,REGIÓN DEL MAULE,2026-07-21,14558,cencosud,2026-07-21,2026-07-22,0.2934,CL,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/14558?c=cencosud,,"Maestro Panadero Full Time - Jumbo Linares ¿Te apasiona el mundo de la panadería y quieres llevar tu experiencia al siguiente nivel? En Jumbo estamos buscando un/a Maestro Panadero Full Time, un rol clave con mayor responsabilidad dentro del equipo, donde podrás aportar con tu conocimiento, liderazgo y pasión por los productos frescos. 🥖 ¿Cuál será tu misión? Ser responsable de la elaboración del pan y apoyar en la coordinación del proceso productivo, asegurando calidad, continuidad en la producción y una excelente presentación de los productos en sala. 🔥 ¿Qué harás en tu día a día? Pesar ingredientes y preparar la masa según recetas establecidas. Amasar, cortar y dar forma a los distintos tipos de pan. Coordinar y apoyar la elaboración de productos dentro del área. Supervisar el correcto uso de máquinas y procesos de producción. Hornear, enfriar, congelar o procesar pan según corresponda (incluyendo pan rallado). Envasar y reponer productos en sala de ventas. Preparar vitrinas asegurando una presentación atractiva. Apoyar en el inventario y control de productos. Separar mermas según protocolos establecidos. Mantener el orden y la limpieza de máquinas, utensilios y área de trabajo. Colaborar con el equipo y apoyar en la organización de tareas cuando sea necesario. ✅ Requisitos Enseñanza Media Completa. Al menos 2 años de experiencia en panadería. Disponibilidad para trabajo presencial y turnos rotativos. 💡 ¿Qué buscamos en ti? Excelente presentación personal. Experiencia y dominio en procesos de panadería. Capacidad para coordinar tareas y apoyar al equipo. Habilidad para trabajar bajo presión en entornos dinámicos. Buenas relaciones interpersonales. Compromiso con la calidad, higiene y seguridad laboral. Enfoque en la prevención de riesgos. 🎁 ¿Qué ofrecemos? Estabilidad laboral y oportunidades de desarrollo. Alimentación en el lugar de trabajo. Uniforme. Beneficios asociados a la compañía. Un entorno dinámico donde podrás potenciar tu experiencia. 🌈 Promovemos un ambiente de trabajo respetuoso, inclusivo y libre de discriminación. Estamos convencidos de que la diversidad en nuestros equipos impulsa la creatividad y la innovación, elementos esenciales para cumplir nuestro propósito: servir de forma extraordinaria en cada momento. 🌈 Si necesitas algún ajuste razonable o requisito de accesibilidad para participar en el proceso, por favor indícalo en tu postulación. Queremos que cada persona viva una experiencia transparente, cómoda y accesible. Esta oferta laboral se rige por la Ley N.º 21.015 , que incentiva la inclusión de personas con discapacidad en el mundo laboral. ✨ ¡Súmate a Jumbo y lidera con tus manos la creación de productos que alegran cada día!"
Reponedor - Jumbo Apoquindo,"Linares, MAULE, CL",Linares,MAULE,2026-07-21,14557,cencosud,2026-07-21,2026-07-22,0.2363,CL,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/14557?c=cencosud,,"¡Únete a Jumbo Linares!🐘💚 ¿Quieres ser parte de un gran equipo y trabajar en un ambiente dinámico? En Jumbo Apoquindo estamos en búsqueda de un Reponedor responsable y motivado. ¿Qué harás? - Reposición constante de productos en sala de ventas. - Revisar las condiciones de la mercadería al momento de su ingreso a la sección. - Traslado y distribución de productos desde bodega a sala. - Mantener el orden y correcta exhibición de los productos. - Realizar cambio y verificación de flejes y precios. - Velar por la limpieza y cuidado de los productos y del espacio de trabajo. - Apoyar en el control de stock y reposición oportuna. Requisitos del cargo - Formación: Enseñanza Media completa - Experiencia: No se requiere experiencia previa. Habilidades: - Rapidez y agilidad para ejecutar tareas operativas. - Alto nivel de orden y atención al detalle. - Responsabilidad y compromiso con sus funciones. - Capacidad de trabajo en equipo. ¡Súmate a nuestro equipo y crece con nosotros! 🌈Promovemos un ambiente de trabajo respetuoso, inclusivo y libre de discriminación. Estamos convencidos de que la diversidad en nuestros equipos impulsa la creatividad y la innovación, elementos esenciales para cumplir nuestro propósito: servir de forma extraordinaria en cada momento 🌈 Si necesitas algún ajuste razonable o requisito de accesibilidad para participar en el proceso, por favor indícalo en tu postulación. Queremos que cada persona viva una experiencia transparente, cómoda y accesible. Esta oferta laboral se rige por la Ley N.º 21.015, que incentiva la inclusión de personas con discapacidad en el mundo laboral."
Asistente Administrativo - Jumbo Linares,"Talca, REGIÓN DEL MAULE, CL",Talca,REGIÓN DEL MAULE,2026-07-21,14552,cencosud,2026-07-21,2026-07-22,0.3199,CL,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/14552?c=cencosud,,"✨ Asistente Administrativo/a – Jumbo Linares 📋🛒 ¿Eres organizado/a, analítico/a y te apasiona la gestión administrativa? ¿Buscas un desafío donde puedas dar soporte a jefaturas, optimizar procesos y asegurar el flujo operativo de una tienda? En Jumbo Linares, buscamos a un/a Asistente Administrativo/a para contribuir al funcionamiento eficiente de nuestra operación. 🎯 Objetivo del cargo Contribuir al funcionamiento eficiente del área mediante el apoyo directo a la gerencia, facilitando la organización de reuniones, gestión de agenda y documentación, y la coordinación con otras áreas para asegurar orden, fluidez y cumplimiento de los procesos administrativos. 🧩 Principales funciones Apoyar al Gerente y Subgerente en reuniones, agendas y seguimiento de actividades. Controlar asistencia, cumplimiento legal y KPI del área para asegurar la correcta operación. Informar al equipo y gerencia sobre actividades, resultados, novedades y beneficios. Anticipar posibles desvíos o problemas, analizando información para facilitar la toma de decisiones. Coordinar fluidamente con Gerentes, Subgerentes y Jefes de Sección. 📌 Requisitos del cargo Educación: Enseñanza Media Técnico-Profesional. Experiencia: Mínimo 1 año de experiencia en funciones administrativas similares. Herramientas: Manejo de Excel nivel intermedio. 🧠 Aptitudes clave Comunicación efectiva: Transmitir información clara a distintos equipos. Trabajo en equipo: Colaboración continua con jefaturas y áreas internas. Empatía: Cercanía y buenas relaciones interpersonales. Resolución de problemas: Capacidad de anticipar e intervenir ante eventualidades. 🌟 ¿Qué ofrecemos? Pertenecer a una marca líder en el retail. Desarrollo profesional en el área de operaciones y gestión administrativa. Ambiente de trabajo dinámico y colaborador. ¡En Cencosud somos todos! Promovemos un ambiente de trabajo respetuoso, inclusivo y libre de discriminación. Estamos convencidos de que la diversidad en nuestros equipos impulsa la creatividad y la innovación, elementos esenciales para cumplir nuestro propósito: servir de forma extraordinaria en cada momento 🌈✨ Si necesitas algún ajuste razonable o requisito de accesibilidad para participar en la entrevista, por favor indícalo en tu postulación. Queremos que cada persona viva un proceso transparente, cómodo y accesible. 🤗 Esta oferta laboral se rige por la Ley N.º 21.015, que incentiva la inclusión de personas con discapacidad en el mundo laboral. ⚖️"
Auxiliar de Cocina Part Time - Jumbo Linares,"Talca, REGIÓN DEL MAULE, CL",Talca,REGIÓN DEL MAULE,2026-07-21,14551,cencosud,2026-07-21,2026-07-22,0.2251,CL,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/14551?c=cencosud,,"Auxiliar de Cocina Part Time- Jumbo Linares ¿Te gustaría ser parte de un equipo que trabaja con energía, compromiso y foco en la calidad todos los días? En Jumbo Linares estamos buscando un/a Auxiliar de Cocina Part Time, quien será un apoyo fundamental en la preparación de alimentos y en el cumplimiento de nuestros estándares. 🍳 ¿Cuál será tu misión? Apoyar el funcionamiento eficiente de la cocina, contribuyendo a la preparación de productos y asegurando altos estándares de calidad e higiene. 👩‍🍳 ¿Qué harás en tu día a día? Apoyar la labor de ayudantes, aspirantes y maestros de cocina. Preparar productos según el menú establecido. Participar en la atención de eventos especiales cuando sea requerido. Cumplir con los procesos de aseguramiento de calidad para garantizar alimentos inocuos. Velar por el orden, limpieza y correcto funcionamiento del área de trabajo. Contribuir al cumplimiento de los estándares y productividad del equipo. ✅ Requisitos Enseñanza Media Completa. Tener 18 años o más. Disponibilidad para trabajo presencial. Disponibilidad para jornada Full Time y turnos rotativos. 💡 ¿Qué te ayudará a destacar? Ganas de aprender y crecer en el área gastronómica. Trabajo en equipo y buenas relaciones interpersonales. Responsabilidad y compromiso con la calidad. Proactividad en un entorno dinámico. 🎁 ¿Qué ofrecemos? Alimentación en el lugar de trabajo. Uniforme. Oportunidades de desarrollo y crecimiento interno. Beneficios asociados a la compañía. 🌈 Promovemos un ambiente de trabajo respetuoso, inclusivo y libre de discriminación. Estamos convencidos de que la diversidad en nuestros equipos impulsa la creatividad y la innovación, elementos esenciales para cumplir nuestro propósito: servir de forma extraordinaria en cada momento. 🌈 Si necesitas algún ajuste razonable o requisito de accesibilidad para participar en el proceso, por favor indícalo en tu postulación. Queremos que cada persona viva una experiencia transparente, cómoda y accesible. Esta oferta laboral se rige por la Ley N.º 21.015 , que incentiva la inclusión de personas con discapacidad en el mundo laboral. ✨ ¡Postula y sé parte de Jumbo, donde cada detalle cuenta para crear grandes experiencias!"
Reponedor Perecibles Full Time - Jumbo Linares,"Talca, REGIÓN DEL MAULE, CL",Talca,REGIÓN DEL MAULE,2026-07-21,14573,cencosud,2026-07-21,2026-07-22,0.3054,CL,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/14573?c=cencosud,,"¡Únete a Jumbo Linares!🐘💚 ¿Quieres ser parte de un gran equipo y trabajar en un ambiente dinámico? En Jumbo Linares estamos en búsqueda de un Reponedor Perecibles Full Time responsable y motivado. ¿Qué harás? - Reposición constante de productos en sala de ventas. - Revisar las condiciones de la mercadería al momento de su ingreso a la sección. - Traslado y distribución de productos desde bodega a sala. - Mantener el orden y correcta exhibición de los productos. - Realizar cambio y verificación de flejes y precios. - Velar por la limpieza y cuidado de los productos y del espacio de trabajo. - Apoyar en el control de stock y reposición oportuna. Requisitos del cargo - Formación: Enseñanza Media completa - Experiencia: No se requiere experiencia previa. Habilidades: - Rapidez y agilidad para ejecutar tareas operativas. - Alto nivel de orden y atención al detalle. - Responsabilidad y compromiso con sus funciones. - Capacidad de trabajo en equipo. ¡Súmate a nuestro equipo y crece con nosotros! 🌈Promovemos un ambiente de trabajo respetuoso, inclusivo y libre de discriminación. Estamos convencidos de que la diversidad en nuestros equipos impulsa la creatividad y la innovación, elementos esenciales para cumplir nuestro propósito: servir de forma extraordinaria en cada momento 🌈 Si necesitas algún ajuste razonable o requisito de accesibilidad para participar en el proceso, por favor indícalo en tu postulación. Queremos que cada persona viva una experiencia transparente, cómoda y accesible. Esta oferta laboral se rige por la Ley N.º 21.015 , que incentiva la inclusión de personas con discapacidad en el mundo laboral."
Encargado de Flejes Full Time - Jumbo Linares,"Talca, REGIÓN DEL MAULE, CL",Talca,REGIÓN DEL MAULE,2026-07-21,14576,cencosud,2026-07-21,2026-07-22,0.2961,CL,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/14576?c=cencosud,,"🏷️ ¡Súmate a Jumbo Linares como Encargado de Flejes! En Jumbo estamos buscando un Encargado de Flejes para integrarse a nuestro equipo. Este rol es clave para asegurar la correcta actualización de precios e información en el local, contribuyendo a una experiencia de compra clara, ordenada y confiable para nuestros clientes. 🔧 ¿Qué harás en este cargo? - Verificar y activar cambios de precios en el sistema. - Actualizar información en balanzas y lectores de precios. - Revisar flejes, cartelería y señalética en los distintos pasillos del local. - Emitir flejes solicitados por las distintas secciones de la tienda. - Actualizar y mantener la información en el sistema de flejes. - Revisar textos expandidos y catálogos vigentes. - Participar en la realización de inventarios del local. - Mantener coordinación con personal técnico de sistemas y proveedores externos cuando sea necesario. 👤 ¿Qué buscamos? - Enseñanza Media Completa, idealmente estudios técnicos en computación o áreas afines. - Al menos 1 año de experiencia en funciones similares. - Capacidad de análisis y resolución de problemas. - Habilidades para relacionarse con distintas áreas del local. - Capacidad para trabajar en equipo y bajo presión. - Motivación por aprender y desarrollarse dentro del área. 🎁 Te ofrecemos - Capacitación constante y oportunidades de desarrollo. - Ambiente laboral colaborativo. - Beneficios y descuentos asociados a Cencosud. 🌈 Promovemos un ambiente de trabajo respetuoso, inclusivo y libre de discriminación. Estamos convencidos de que la diversidad en nuestros equipos impulsa la creatividad y la innovación, elementos esenciales para cumplir nuestro propósito: servir de forma extraordinaria en cada momento. 🌈 Si necesitas algún ajuste razonable o requisito de accesibilidad para participar en el proceso, por favor indícalo en tu postulación. Queremos que cada persona viva una experiencia transparente, cómoda y accesible. Esta oferta laboral se rige por la Ley N.º 21.015, que incentiva la inclusión de personas con discapacidad en el mundo laboral."
Reponedor Perecibles Part Time - Jumbo Linares,"Talca, REGIÓN DEL MAULE, CL",Talca,REGIÓN DEL MAULE,2026-07-21,14575,cencosud,2026-07-21,2026-07-22,0.3109,CL,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/14575?c=cencosud,,"¡Únete a Jumbo Linares!🐘💚 ¿Quieres ser parte de un gran equipo y trabajar en un ambiente dinámico? En Jumbo Linares estamos en búsqueda de un Reponedor Perecibles Part Time responsable y motivado. ¿Qué harás? - Reposición constante de productos en sala de ventas. - Revisar las condiciones de la mercadería al momento de su ingreso a la sección. - Traslado y distribución de productos desde bodega a sala. - Mantener el orden y correcta exhibición de los productos. - Realizar cambio y verificación de flejes y precios. - Velar por la limpieza y cuidado de los productos y del espacio de trabajo. - Apoyar en el control de stock y reposición oportuna. Requisitos del cargo - Formación: Enseñanza Media completa - Experiencia: No se requiere experiencia previa. Habilidades: - Rapidez y agilidad para ejecutar tareas operativas. - Alto nivel de orden y atención al detalle. - Responsabilidad y compromiso con sus funciones. - Capacidad de trabajo en equipo. ¡Súmate a nuestro equipo y crece con nosotros! 🌈Promovemos un ambiente de trabajo respetuoso, inclusivo y libre de discriminación. Estamos convencidos de que la diversidad en nuestros equipos impulsa la creatividad y la innovación, elementos esenciales para cumplir nuestro propósito: servir de forma extraordinaria en cada momento 🌈 Si necesitas algún ajuste razonable o requisito de accesibilidad para participar en el proceso, por favor indícalo en tu postulación. Queremos que cada persona viva una experiencia transparente, cómoda y accesible. Esta oferta laboral se rige por la Ley N.º 21.015 , que incentiva la inclusión de personas con discapacidad en el mundo laboral."
Anfitrión Self Checkout Part Time - Jumbo Linares,"Talca, REGIÓN DEL MAULE, CL",Talca,REGIÓN DEL MAULE,2026-07-21,14592,cencosud,2026-07-21,2026-07-22,0.2546,CL,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/14592?c=cencosud,,"¡Jumbo Linares busca al mejor Anfitrión Self Checkout! Funciones del cargo📋: • Abordar al cliente con amabilidad, de manera fluida. • Estar atento a disponibilidad de las cajas para asignar la más idónea al cliente, con la finalidad de hacer más expedita la experiencia de pago. • Designar con criterio la caja más conveniente para el cliente, identificando si lleva pocos o muchos productos. • Tener presente que clientes con movilidad reducida, adultos mayores o embarazadas tienen preferencia en fila para asignar una caja, independiente su posición en la fila. • Resolver las dudas o dificultades que un cliente pudiera presentar, así mismo brindar orientación de temas relacionados con los productos a la venta. • A su vez de acuerdo con lo designado por su jefatura cumplirá labores de Cajero/ Vendedor/ reponedor. 🌈 Promovemos un ambiente de trabajo respetuoso, inclusivo y libre de discriminación . Estamos convencidos de que la diversidad en nuestros equipos impulsa la creatividad y la innovación, elementos esenciales para cumplir nuestro propósito: servir de forma extraordinaria en cada momento. 🌈 Si necesitas algún ajuste razonable o requisito de accesibilidad para participar en el proceso, por favor indícalo en tu postulación. Queremos que cada persona viva una experiencia transparente, cómoda y accesible. Esta oferta laboral se rige por la Ley N.º 21.015, que incentiva la inclusión de personas con discapacidad en el mundo laboral. ¡Te esperamos para ser parte del equipo Jumbo Linares!"
